amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age
27.75,6,Travel,0,0,54,5,42
59.07,8,Travel,1,0,33,4,20
51.02,12,Travel,0,0,85,1,35
139.27,13,Food,0,0,44,2,31
95.54,7,Electronics,0,0,45,2,60
563.44,11,Food,0,0,61,4,56
9.88,8,Clothing,0,0,45,0,59
127.93,10,Clothing,0,0,84,4,66
173.9,14,Travel,0,0,70,2,31
7.23,8,Electronics,0,0,60,2,22
68.28,14,Travel,0,0,92,1,50
775.12,6,Electronics,0,0,41,2,37
254.68,6,Electronics,0,0,81,4,18
41.38,17,Electronics,0,1,98,1,66
31.39,14,Travel,1,0,89,3,52
183.5,0,Clothing,0,0,99,2,42
39.55,17,Food,0,0,84,2,48
68.6,20,Clothing,0,0,48,3,68
298.33,14,Clothing,0,0,46,0,20
139.79,9,Travel,0,0,83,1,29
199.7,5,Travel,0,0,47,0,25
325.91,19,Clothing,0,0,94,3,51
87.27,5,Travel,0,0,94,0,20
66.87,16,Food,0,0,94,0,67
67.93,14,Electronics,0,0,83,3,38
76.58,21,Travel,0,0,44,0,30
592.51,20,Food,0,0,41,1,53
63.7,15,Travel,0,0,90,2,50
613.85,5,Food,1,0,95,2,44
16.39,7,Electronics,0,1,60,3,59
27.53,14,Travel,0,0,80,2,47
16.37,18,Grocery,0,0,52,3,46
187.86,18,Food,0,0,73,0,25
5.58,18,Clothing,0,0,75,3,62
7.8,21,Clothing,0,0,95,3,21
181.96,12,Food,0,0,57,5,45
100.78,10,Electronics,0,0,68,1,46
144.26,3,Electronics,0,0,65,1,47
76.22,14,Grocery,0,0,92,2,34
74.25,9,Clothing,0,0,60,0,37
142.04,23,Grocery,0,0,26,0,20
624.96,12,Grocery,0,0,50,2,63
9.92,21,Electronics,0,0,55,2,47
61.3,12,Electronics,0,0,25,3,65
62.56,20,Travel,0,0,72,1,60
66.07,10,Electronics,0,0,72,1,60
3.53,20,Food,0,0,26,2,39
284.39,13,Electronics,0,0,58,4,34
347.62,11,Electronics,1,0,74,5,59
60.95,16,Food,0,0,77,4,62
3.29,17,Electronics,0,0,65,4,42
34.76,9,Grocery,0,0,86,2,43
224.07,10,Food,0,0,85,1,55
225.29,6,Food,0,1,44,4,40
55.51,9,Travel,0,0,45,4,27
36.04,19,Electronics,0,0,79,6,29
195.07,0,Travel,0,1,96,1,43
619.99,18,Food,0,0,82,1,68
142.77,11,Grocery,0,0,64,4,69
363.21,2,Travel,0,0,78,3,51
745.34,0,Food,1,0,76,5,40
16.92,6,Travel,0,1,85,5,35
409.82,11,Electronics,0,1,79,3,48
113.55,8,Clothing,0,0,36,3,31
31.55,0,Clothing,0,0,83,9,30
74.24,21,Food,0,0,41,1,29
26.3,14,Grocery,0,0,52,3,27
55.56,9,Travel,0,0,43,0,60
37.61,21,Travel,0,0,69,1,46
49.39,1,Grocery,0,0,49,4,61
57.02,11,Grocery,0,0,76,2,65
254.38,13,Electronics,0,0,94,4,50
210.82,14,Electronics,0,0,97,3,50
53.93,21,Food,1,0,90,1,60
232.59,22,Travel,0,1,50,0,33
143.68,5,Food,0,0,82,0,41
61.39,1,Food,0,0,49,3,66
29.77,13,Grocery,0,0,41,1,62
112.54,0,Travel,0,1,52,1,68
55.13,14,Food,0,0,60,2,37
102.77,21,Food,1,0,72,4,48
9.21,11,Travel,0,0,45,2,24
248.69,7,Food,0,0,43,3,53
59.24,13,Travel,0,0,40,1,53
210.41,21,Travel,0,0,92,5,29
498.74,22,Food,0,0,71,1,49
291.43,8,Grocery,0,1,83,2,59
59.68,7,Food,0,0,37,0,65
168.36,13,Grocery,0,0,71,2,47
86.52,19,Clothing,0,0,64,3,20
78.63,20,Electronics,0,0,47,1,40
65.16,4,Travel,0,0,39,2,40
83.75,15,Clothing,0,0,31,2,57
365.05,3,Electronics,0,1,28,3,38
264.52,9,Travel,0,0,90,2,69
374.49,10,Travel,0,0,87,4,51
58.85,15,Grocery,0,0,33,0,60
400.31,12,Electronics,0,0,46,1,62
386.92,18,Clothing,0,0,42,1,69
264.11,15,Electronics,0,0,80,5,42
79.46,6,Travel,0,0,66,2,60
489.22,19,Clothing,0,0,96,3,51
196.2,3,Travel,0,0,37,2,31
75.72,5,Grocery,0,0,38,5,47
28.41,14,Electronics,0,0,90,1,56
188.2,1,Food,0,0,48,3,45
392.81,22,Clothing,0,0,66,4,59
64.45,10,Food,0,0,79,2,38
565.61,8,Clothing,1,0,94,1,25
123.42,5,Food,0,0,35,2,47
19.43,23,Grocery,0,0,40,3,22
29.22,14,Clothing,0,0,40,1,58
94.37,21,Grocery,0,0,44,0,36
162.07,22,Electronics,1,0,68,2,26
286.48,4,Electronics,0,0,44,0,53
471.42,16,Clothing,0,0,70,1,19
42.51,22,Clothing,0,0,32,0,57
78.73,2,Grocery,0,0,38,1,36
293.16,21,Electronics,0,0,60,0,42
155.62,18,Travel,0,0,65,3,19
275.63,22,Electronics,0,0,61,1,20
306.69,14,Grocery,0,0,40,5,28
130.89,0,Grocery,0,0,46,2,24
435.03,7,Electronics,1,0,95,2,58
93.37,15,Clothing,0,0,36,2,25
177.39,1,Travel,1,0,32,5,53
310.78,17,Clothing,0,0,80,3,29
115.73,2,Clothing,0,0,79,1,38
0.28,19,Food,0,0,74,2,28
248.53,12,Grocery,0,1,84,0,30
53.5,16,Travel,0,0,39,5,39
161.88,19,Electronics,0,0,57,1,58
14.95,3,Travel,0,0,61,3,21
60.35,2,Travel,0,0,81,4,34
169.23,13,Clothing,1,0,98,0,54
381.4,6,Electronics,0,0,90,3,27
192.33,5,Food,0,0,49,3,24
230.59,23,Travel,0,0,43,3,18
89.04,3,Clothing,0,0,35,4,54
11.53,14,Travel,0,1,49,2,24
104.56,7,Grocery,0,0,83,1,42
200.8,21,Electronics,0,0,93,4,42
115.46,22,Travel,0,0,91,3,20
254.46,0,Travel,0,0,26,4,62
17.63,8,Food,0,0,61,3,61
143.3,12,Grocery,0,0,82,1,58
208.19,21,Travel,0,0,78,2,28
81.69,7,Grocery,0,0,74,3,39
56.56,13,Food,0,0,59,2,45
47.52,0,Food,0,0,81,1,57
221.94,2,Clothing,0,0,70,2,32
56.12,3,Grocery,1,0,75,0,51
214.5,5,Travel,0,0,80,2,65
368.35,15,Food,0,0,78,0,57
38.27,10,Grocery,0,0,42,4,54
11.83,11,Grocery,0,0,86,2,64
105.48,1,Travel,0,1,27,3,59
53.3,22,Grocery,0,0,38,1,48
254.49,6,Travel,1,0,38,0,42
15.21,18,Electronics,0,0,95,4,42
48.8,20,Grocery,0,0,76,2,64
307.77,4,Grocery,0,0,43,3,34
5.64,9,Travel,0,0,44,1,23
286.74,17,Electronics,0,0,43,1,18
261.46,14,Food,0,0,41,1,60
53.96,16,Food,0,0,98,1,31
155.86,14,Electronics,0,0,83,2,56
25.42,20,Food,0,0,78,0,65
108.33,7,Clothing,0,0,36,0,64
163.16,17,Travel,0,0,59,1,22
245.52,7,Travel,0,0,62,3,55
16.61,23,Clothing,0,0,57,5,69
129.35,7,Electronics,0,0,84,3,34
32.88,10,Food,0,0,33,3,31
495.39,10,Clothing,0,0,60,2,44
193.5,11,Grocery,0,0,35,0,35
188.22,4,Food,0,0,59,0,29
71.82,18,Travel,0,1,72,1,51
69.65,14,Grocery,0,0,77,2,65
221.8,20,Grocery,1,0,77,4,49
10.14,19,Clothing,0,0,70,0,62
108.72,3,Electronics,0,0,81,0,51
120.62,21,Food,0,0,47,1,39
4.2,1,Grocery,0,0,97,4,57
145.85,17,Clothing,1,0,39,2,50
26.63,16,Food,0,0,78,2,52
128.19,20,Food,0,0,72,1,36
189.34,7,Travel,1,0,95,0,41
48.31,16,Clothing,0,0,79,5,60
2.1,20,Food,0,0,65,2,63
317.53,10,Clothing,0,0,96,3,51
65.52,9,Travel,0,0,65,2,66
2.2,18,Food,0,1,60,2,45
565.69,9,Clothing,1,0,84,2,48
30.88,9,Electronics,0,0,40,1,27
8.07,2,Electronics,0,0,69,1,25
129.91,17,Clothing,0,0,65,2,51
260.52,2,Grocery,0,1,56,3,37
290.92,15,Clothing,1,0,48,3,40
16.37,2,Clothing,0,0,53,1,22
18.76,17,Food,0,0,76,0,53
87.49,5,Clothing,0,0,80,2,41
355.67,17,Food,0,0,82,4,44
608.9,0,Grocery,0,0,89,5,61
63.87,7,Food,1,0,34,3,65
101.76,22,Travel,0,0,89,1,54
283.03,6,Travel,0,0,66,0,62
8.29,21,Grocery,0,0,94,1,32
19.95,14,Grocery,0,0,29,0,47
97.8,13,Electronics,0,0,34,3,18
13.87,23,Electronics,0,0,28,0,19
61.59,3,Travel,0,0,32,0,59
262.65,18,Grocery,0,0,54,1,68
23.08,22,Electronics,0,0,50,6,27
397.73,5,Food,0,0,41,3,42
8.4,8,Electronics,0,1,70,1,63
157.81,1,Grocery,0,0,80,2,64
3.71,5,Travel,0,0,87,2,31
317.31,14,Grocery,0,0,50,3,31
371.09,15,Food,0,0,42,4,67
136.78,20,Food,0,0,56,4,27
154.57,5,Food,0,0,95,4,50
568.83,0,Food,0,0,63,4,59
441.17,23,Grocery,0,0,50,1,59
671.94,16,Travel,0,0,67,0,50
30.18,9,Clothing,0,0,60,4,40
88.79,18,Electronics,0,0,75,1,56
103.63,18,Grocery,0,0,95,4,49
60.52,23,Travel,0,0,86,1,45
67.67,13,Electronics,0,0,68,5,52
225.41,9,Electronics,0,0,27,2,55
155.24,23,Food,0,0,92,1,19
19.76,22,Electronics,0,0,79,5,46
280.31,12,Food,0,0,62,0,34
50.67,11,Electronics,0,0,52,2,44
115.13,1,Grocery,1,0,34,1,24
25.33,0,Clothing,0,0,43,4,52
249.52,1,Food,0,1,99,0,21
84.77,11,Travel,0,0,67,3,34
959.53,9,Grocery,1,0,48,1,25
309.87,6,Food,0,0,61,2,33
193.5,23,Clothing,0,0,58,5,46
31.96,4,Clothing,0,0,29,1,52
78.89,16,Electronics,0,0,52,1,59
191.79,21,Food,0,0,89,6,26
115.45,15,Clothing,0,1,76,1,68
477.07,23,Travel,0,0,45,1,44
57.7,22,Grocery,0,0,98,3,66
201.49,2,Grocery,0,1,95,1,66
551.92,12,Electronics,0,0,76,0,48
326.65,16,Grocery,0,0,89,3,32
15.43,4,Electronics,0,0,37,1,25
25.22,22,Electronics,0,0,83,0,41
110.42,19,Clothing,0,0,72,2,27
345.6,19,Grocery,0,0,86,1,69
25.29,5,Electronics,0,0,42,1,20
9.28,12,Travel,0,0,75,2,26
15.27,22,Clothing,0,0,66,2,25
9.91,10,Travel,0,0,41,1,44
145.59,1,Grocery,0,0,71,6,55
34.32,13,Grocery,0,1,79,4,51
43.81,14,Travel,0,0,56,3,59
156.68,6,Food,0,0,38,1,59
103.62,20,Grocery,0,0,43,3,56
248.27,23,Food,0,0,71,3,43
150.26,11,Food,0,1,80,3,23
403.59,12,Electronics,0,0,49,1,30
214.14,23,Food,0,1,38,5,31
245.58,15,Electronics,0,0,32,2,20
8.13,8,Clothing,0,0,96,1,43
50.35,23,Travel,0,0,28,3,35
217.76,4,Electronics,0,0,73,0,55
71.07,6,Food,0,0,77,0,33
355.34,20,Electronics,0,0,43,2,56
205.38,6,Food,0,0,32,2,21
20.99,15,Grocery,1,1,39,2,19
81.21,14,Grocery,0,0,67,0,34
155.53,3,Clothing,0,0,45,1,37
7.16,22,Clothing,0,0,49,2,24
181.89,14,Grocery,0,0,82,0,58
534.93,18,Clothing,0,0,55,2,26
54.14,7,Grocery,0,0,62,1,60
123.04,22,Food,0,1,36,3,62
1.9,5,Electronics,0,0,42,1,42
564.3,6,Electronics,0,0,58,0,27
346.82,6,Electronics,1,0,49,2,67
82.21,19,Food,0,0,43,4,60
12.11,7,Clothing,0,0,42,3,42
21.18,9,Grocery,0,0,27,3,19
104.86,20,Clothing,0,0,95,2,46
162.88,11,Electronics,0,0,30,4,48
125.8,2,Travel,0,0,29,2,34
49.92,18,Grocery,0,0,91,4,31
97.67,14,Electronics,1,0,89,0,20
14.72,14,Clothing,0,0,80,3,41
37.07,15,Food,0,0,28,3,60
141.48,21,Clothing,0,0,38,5,49
13.51,2,Clothing,0,0,90,2,58
1.15,15,Travel,0,0,65,2,65
5.17,11,Food,0,0,65,1,63
210.5,13,Electronics,0,0,77,0,59
136.19,19,Grocery,0,0,99,0,62
63.49,3,Electronics,0,0,50,2,64
116.97,7,Clothing,0,0,94,1,55
13.29,18,Clothing,0,0,49,4,45
167.24,1,Electronics,0,0,60,2,51
22.7,22,Clothing,0,0,66,2,33
483.18,23,Clothing,1,0,73,2,66
64.84,23,Electronics,0,0,28,1,21
65.39,22,Grocery,0,0,96,1,20
265.26,15,Electronics,0,0,35,4,42
226.61,13,Clothing,0,0,57,2,58
14.94,12,Travel,0,0,57,1,26
7.48,5,Travel,0,0,88,5,19
284.96,2,Electronics,0,0,63,1,59
94.59,5,Travel,0,0,80,5,22
12.17,18,Travel,0,0,62,5,22
56.07,2,Grocery,0,0,51,1,60
2.64,13,Grocery,0,0,87,2,45
232.75,2,Clothing,0,0,66,2,38
372.4,23,Clothing,0,0,98,2,37
70.27,18,Electronics,0,0,51,2,47
244.08,11,Food,0,0,38,0,37
74.6,19,Travel,1,0,73,3,26
584.58,5,Travel,0,0,48,0,64
24.55,8,Travel,0,0,81,3,43
55.06,6,Food,0,0,46,2,24
110.02,11,Travel,0,1,43,1,23
17.94,13,Grocery,0,0,54,0,48
22.77,20,Travel,0,0,52,4,48
130.25,3,Travel,0,0,61,3,21
269.63,17,Travel,0,0,29,1,38
294.34,13,Clothing,0,0,56,4,63
233.8,7,Clothing,0,0,91,6,47
4.0,23,Travel,0,0,90,2,19
379.98,14,Food,0,0,71,3,52
227.7,16,Grocery,0,0,34,1,59
49.72,23,Travel,0,0,85,0,18
168.17,20,Clothing,0,0,45,3,37
425.43,0,Clothing,0,0,37,3,18
175.47,21,Clothing,0,0,97,0,42
45.13,15,Grocery,0,1,63,5,22
360.44,6,Grocery,0,0,40,0,49
1.23,22,Food,0,0,90,2,56
16.38,19,Food,0,0,77,1,49
16.95,22,Food,0,0,69,7,42
292.7,13,Food,0,0,31,0,23
116.3,6,Electronics,0,1,42,3,65
9.97,17,Clothing,0,0,68,1,64
139.58,21,Travel,1,0,93,1,57
263.05,22,Electronics,0,0,46,1,37
266.3,19,Electronics,0,0,66,2,42
0.54,1,Travel,0,0,37,2,65
179.83,17,Travel,0,0,78,1,54
545.88,2,Clothing,0,0,58,2,62
11.76,5,Grocery,0,0,50,3,52
60.56,10,Clothing,0,0,35,1,64
102.06,9,Grocery,0,0,63,5,24
56.29,0,Travel,0,1,57,2,55
297.16,22,Electronics,0,0,27,2,22
172.82,18,Electronics,0,0,69,3,34
56.71,12,Grocery,0,0,25,1,22
49.85,13,Electronics,0,0,41,4,62
46.23,18,Food,1,1,57,2,19
178.81,18,Food,0,0,63,3,29
359.03,20,Travel,0,0,99,2,19
929.73,9,Grocery,0,0,65,5,67
245.56,10,Grocery,0,0,87,0,63
54.71,13,Travel,1,0,93,0,44
42.76,9,Grocery,0,0,84,1,64
82.46,23,Clothing,0,0,60,3,52
176.76,7,Electronics,0,0,32,1,45
54.75,7,Clothing,0,0,63,0,43
511.67,16,Clothing,0,0,44,3,47
112.6,16,Food,0,0,80,1,30
104.21,18,Clothing,0,0,58,0,47
570.93,18,Electronics,0,0,49,2,25
190.92,3,Electronics,0,0,51,2,20
32.39,13,Clothing,0,0,38,0,65
255.58,10,Grocery,0,0,86,0,58
37.72,6,Grocery,0,0,83,2,61
42.29,0,Electronics,0,0,56,2,43
126.0,1,Grocery,0,0,54,6,36
63.16,2,Clothing,0,0,27,4,68
212.81,22,Food,0,0,93,2,60
127.45,14,Food,0,0,63,6,45
12.82,5,Food,0,0,34,1,26
146.48,3,Travel,0,0,33,1,47
123.23,14,Food,0,0,83,0,40
294.27,21,Clothing,0,0,45,0,60
4.21,22,Food,0,0,72,0,34
64.18,17,Travel,0,0,78,2,67
580.6,10,Grocery,0,0,58,2,60
242.93,6,Clothing,0,0,46,2,44
347.11,11,Clothing,0,0,29,3,23
126.74,16,Grocery,0,0,44,1,59
1.67,1,Food,0,0,98,3,35
592.31,3,Travel,0,0,83,3,63
507.61,2,Electronics,0,0,99,2,37
5.69,4,Clothing,0,0,31,2,38
35.64,12,Travel,0,0,26,0,38
12.74,18,Clothing,0,0,70,4,60
53.56,20,Clothing,0,0,75,1,31
17.7,3,Food,0,0,72,3,60
167.98,3,Clothing,0,0,57,4,51
21.78,15,Grocery,0,0,76,5,18
27.78,8,Food,0,0,31,3,30
141.11,0,Electronics,0,0,58,2,58
309.13,13,Food,0,0,79,2,35
513.45,4,Grocery,0,0,66,1,37
92.05,10,Grocery,0,0,90,3,58
97.57,11,Clothing,0,0,83,2,67
456.36,18,Clothing,0,0,46,0,28
12.4,21,Electronics,0,0,65,1,66
211.43,1,Food,0,0,73,2,40
71.21,23,Travel,0,0,97,1,54
153.54,8,Travel,0,0,29,3,19
45.79,20,Grocery,0,0,55,4,66
144.07,12,Travel,1,0,99,3,21
4.44,13,Grocery,0,0,42,2,56
667.84,8,Clothing,1,0,97,4,26
575.99,15,Clothing,1,0,98,3,35
47.58,13,Travel,0,0,33,2,45
20.46,22,Travel,0,0,36,1,52
193.28,6,Grocery,0,0,84,5,43
495.29,15,Grocery,0,0,33,2,67
32.57,12,Food,0,0,64,4,51
85.97,0,Clothing,0,0,96,3,35
94.5,9,Food,0,1,64,2,50
443.48,14,Clothing,0,0,67,2,64
166.49,20,Electronics,0,1,36,2,50
71.41,3,Electronics,0,0,91,2,49
231.45,21,Clothing,0,0,67,3,33
29.88,2,Clothing,0,0,65,4,51
77.21,22,Food,0,1,91,5,39
92.39,21,Travel,0,0,83,1,56
35.08,19,Electronics,0,0,65,7,41
5.49,11,Travel,0,0,48,3,42
57.11,6,Electronics,0,0,82,0,31
76.4,8,Clothing,0,0,26,6,29
31.73,11,Food,0,0,90,2,55
33.31,6,Electronics,0,0,80,2,27
14.75,16,Electronics,0,1,84,0,65
41.18,6,Food,0,0,78,1,25
283.15,12,Grocery,0,0,63,3,65
468.81,15,Travel,0,0,27,2,68
39.1,16,Grocery,0,1,55,5,28
252.34,7,Clothing,0,0,41,1,48
301.29,2,Clothing,0,0,60,1,46
5.23,4,Food,0,1,92,1,60
260.75,10,Food,0,0,88,0,26
127.04,8,Clothing,1,0,57,3,36
153.34,3,Clothing,0,0,40,2,53
16.93,1,Food,0,0,30,2,51
438.22,1,Clothing,0,1,44,0,49
9.47,12,Travel,0,0,91,2,63
199.35,9,Grocery,0,0,60,3,26
212.02,6,Electronics,0,0,89,1,45
128.57,12,Travel,1,0,68,2,19
12.86,20,Travel,1,0,27,1,34
151.99,8,Travel,0,0,51,0,37
301.54,14,Grocery,0,0,68,4,64
289.57,0,Clothing,0,1,42,1,66
770.65,4,Food,0,0,93,2,68
227.51,5,Grocery,0,1,78,2,40
114.21,13,Clothing,0,0,52,2,22
129.38,18,Travel,1,0,97,2,37
35.86,8,Electronics,0,0,53,1,36
83.59,20,Grocery,0,0,51,1,58
38.56,5,Grocery,0,0,85,1,49
258.41,17,Clothing,0,0,77,1,67
47.57,17,Grocery,0,0,88,2,36
612.58,5,Food,1,0,68,1,53
43.51,18,Electronics,0,0,61,0,64
11.16,18,Food,1,0,62,1,69
84.47,22,Electronics,0,0,66,3,40
292.14,9,Clothing,0,0,81,3,67
51.24,14,Electronics,0,0,46,2,43
32.73,16,Clothing,0,0,47,3,24
13.26,18,Electronics,0,0,61,1,50
35.4,6,Travel,0,0,87,4,19
82.68,21,Grocery,0,0,77,2,58
1028.32,1,Grocery,0,0,27,2,36
230.95,16,Travel,0,0,42,1,44
43.63,5,Clothing,0,0,77,0,55
16.06,3,Grocery,0,0,59,2,52
128.0,4,Clothing,0,0,43,2,67
16.85,17,Grocery,0,0,98,0,38
256.52,9,Clothing,0,0,94,1,31
22.44,8,Travel,0,0,46,0,20
4.41,3,Clothing,0,0,38,2,58
7.29,21,Food,0,0,63,0,68
397.98,8,Grocery,0,0,39,0,42
3.63,7,Clothing,0,0,50,1,25
205.95,4,Electronics,0,0,35,3,48
50.82,3,Clothing,0,0,63,2,68
176.36,21,Food,0,0,43,2,27
629.53,14,Clothing,0,0,76,7,44
96.09,4,Grocery,0,0,29,2,54
16.72,17,Food,1,0,84,0,22
136.23,10,Travel,0,0,53,2,58
397.04,18,Food,0,0,56,0,30
126.91,16,Clothing,1,0,84,1,49
7.94,1,Clothing,0,1,41,0,30
17.94,15,Electronics,0,0,92,2,60
166.38,14,Clothing,0,0,57,2,18
174.23,23,Clothing,0,0,82,4,38
218.37,8,Food,0,0,46,4,60
8.33,0,Clothing,0,0,34,2,27
315.17,16,Electronics,0,0,59,2,18
90.26,0,Travel,0,0,89,2,51
274.95,22,Food,0,0,48,2,60
138.8,15,Electronics,0,0,59,2,39
513.09,21,Grocery,0,1,42,0,36
169.66,18,Food,0,0,63,3,60
36.48,6,Food,0,0,38,0,29
372.44,15,Electronics,0,0,87,2,67
383.54,3,Travel,0,0,66,2,69
407.85,7,Food,0,0,43,0,58
335.33,1,Electronics,0,0,57,1,62
13.26,14,Electronics,0,0,97,2,38
268.83,12,Clothing,0,0,60,0,38
214.11,15,Grocery,0,0,85,0,23
112.48,22,Travel,0,0,88,2,56
46.44,16,Electronics,0,0,76,3,33
295.15,12,Travel,0,0,36,1,59
68.2,17,Electronics,0,0,63,3,46
51.29,2,Grocery,0,0,97,1,33
51.77,14,Clothing,0,0,76,4,60
206.94,11,Clothing,0,0,47,5,65
58.78,8,Food,1,0,88,1,25
615.82,20,Grocery,0,0,39,1,53
1103.19,1,Electronics,0,0,36,0,29
773.77,5,Food,0,0,54,3,19
218.94,15,Food,0,1,89,1,62
77.01,7,Electronics,0,0,25,2,52
566.95,21,Electronics,0,0,52,2,30
110.73,7,Grocery,0,0,69,0,32
7.5,21,Food,0,0,73,5,61
123.03,8,Electronics,1,0,73,3,61
37.51,7,Electronics,1,1,55,2,27
102.64,18,Travel,0,0,43,3,56
147.12,22,Food,0,1,49,2,24
888.48,9,Grocery,0,0,76,1,30
176.45,7,Food,1,1,91,0,30
5.71,1,Food,0,0,89,2,43
81.35,15,Travel,1,0,86,3,62
156.06,22,Grocery,0,0,81,1,48
111.11,12,Grocery,0,0,97,2,59
663.31,11,Food,0,0,94,2,31
41.58,14,Food,0,0,85,2,56
301.6,7,Electronics,0,0,97,2,42
140.09,12,Food,0,0,61,2,35
34.11,16,Travel,1,0,58,2,29
233.8,17,Travel,0,0,42,2,65
160.17,9,Food,0,0,85,0,61
184.38,16,Electronics,0,0,25,4,38
152.77,1,Grocery,0,0,78,2,62
31.11,15,Clothing,0,0,73,1,31
36.72,23,Electronics,0,1,55,0,46
266.84,13,Clothing,0,0,63,0,68
157.57,18,Electronics,0,0,84,3,61
569.04,7,Grocery,1,0,36,2,68
6.94,4,Grocery,0,0,77,2,58
270.22,21,Travel,0,0,70,3,54
252.19,20,Clothing,0,1,67,2,45
872.69,13,Grocery,0,0,31,2,58
348.16,14,Electronics,0,0,86,2,30
70.04,7,Food,0,0,35,2,55
215.59,8,Electronics,0,0,26,2,51
190.12,21,Food,1,0,59,2,57
196.07,21,Clothing,0,0,76,2,67
24.86,8,Electronics,0,0,38,3,65
74.64,21,Food,0,0,57,4,25
165.69,6,Food,0,0,43,1,39
35.81,4,Travel,1,0,93,3,33
234.79,22,Electronics,0,0,56,2,21
114.56,5,Food,0,0,67,3,18
163.16,0,Grocery,0,0,40,3,44
4.68,18,Grocery,0,0,90,1,26
107.16,22,Electronics,0,0,33,4,59
418.84,0,Food,0,0,40,3,31
24.87,23,Clothing,0,0,88,1,62
4.27,5,Electronics,0,0,57,2,31
665.77,16,Clothing,0,0,86,1,20
20.95,1,Food,0,0,59,3,31
234.07,12,Electronics,0,0,77,2,40
47.27,14,Clothing,0,0,94,4,50
34.55,20,Travel,0,0,28,1,30
76.46,2,Electronics,0,0,94,2,48
286.97,2,Clothing,0,1,76,2,54
279.44,21,Grocery,0,0,67,4,58
123.75,22,Travel,0,0,36,2,35
256.91,13,Travel,0,0,45,2,57
96.97,7,Travel,0,0,52,0,40
2.19,20,Food,0,0,55,5,43
355.23,9,Travel,0,0,30,2,47
613.29,1,Electronics,0,0,57,2,40
43.38,13,Clothing,0,1,99,1,36
18.49,11,Clothing,0,0,58,3,69
56.3,11,Travel,0,0,97,3,51
139.89,23,Food,0,1,36,2,37
4.11,19,Electronics,0,0,89,0,61
64.15,23,Clothing,0,0,98,1,40
324.95,6,Grocery,0,0,73,3,36
88.82,9,Travel,0,0,78,0,22
407.09,16,Clothing,0,0,54,1,47
188.18,13,Clothing,0,0,96,0,26
272.16,6,Grocery,0,1,68,1,24
25.44,21,Food,0,0,58,5,54
342.17,16,Food,0,0,76,1,53
7.73,19,Food,0,0,77,1,67
81.04,20,Travel,0,0,65,4,65
150.19,18,Grocery,0,0,90,3,57
54.45,6,Electronics,0,0,98,1,64
301.93,19,Travel,0,0,94,1,19
33.29,17,Travel,0,0,43,4,50
31.69,5,Grocery,0,0,74,1,46
22.78,20,Electronics,1,1,70,2,18
77.71,6,Travel,0,0,38,2,41
76.35,15,Food,0,0,86,2,59
107.79,0,Travel,0,0,59,1,27
322.45,17,Electronics,0,0,48,1,52
540.09,19,Electronics,0,0,69,2,31
11.58,19,Travel,0,0,95,1,19
42.12,22,Clothing,0,0,68,4,43
81.94,19,Food,1,0,77,1,32
11.87,17,Clothing,0,0,78,1,48
244.44,1,Travel,0,0,47,3,37
786.88,21,Travel,0,0,55,3,31
688.82,7,Food,0,0,94,2,48
8.32,16,Travel,1,0,98,1,63
232.32,16,Clothing,0,0,45,5,58
0.23,18,Grocery,0,1,81,1,64
64.18,23,Electronics,0,1,82,2,58
66.71,20,Clothing,1,0,91,3,62
314.58,16,Food,0,0,77,2,43
264.67,11,Travel,0,0,71,0,43
60.08,20,Food,0,0,72,2,57
173.15,2,Clothing,0,0,98,5,65
72.3,5,Electronics,0,0,92,1,33
1045.08,14,Travel,0,0,32,1,67
23.07,20,Electronics,0,0,61,0,23
14.72,20,Food,0,0,83,3,21
101.28,8,Travel,0,1,87,1,42
30.61,3,Clothing,0,0,47,2,36
184.38,17,Clothing,0,1,39,4,22
241.69,10,Travel,0,0,38,0,36
4.7,7,Electronics,0,0,44,3,69
1.82,0,Grocery,1,0,29,2,66
109.66,0,Travel,0,0,51,1,34
132.36,7,Clothing,0,0,83,2,67
248.97,0,Clothing,0,0,43,3,38
468.06,13,Grocery,0,0,25,2,22
33.78,1,Travel,0,0,79,1,28
3.82,20,Grocery,0,0,54,2,58
141.17,18,Grocery,0,1,79,3,57
11.82,1,Electronics,0,0,55,1,68
306.58,20,Clothing,0,0,35,3,49
50.74,15,Clothing,0,0,72,3,32
318.89,3,Clothing,1,0,73,1,54
270.14,1,Clothing,0,0,96,1,36
40.62,22,Grocery,0,0,32,1,63
598.51,0,Travel,0,0,88,3,55
126.64,16,Electronics,0,0,88,1,20
59.05,13,Clothing,0,0,84,2,69
221.69,21,Travel,0,0,82,2,52
77.74,0,Clothing,0,0,35,2,24
348.5,1,Grocery,0,0,66,2,69
149.52,14,Food,0,0,58,2,48
415.73,0,Clothing,0,0,27,3,59
73.98,12,Electronics,1,0,92,0,45
646.59,10,Clothing,0,0,46,2,36
8.21,4,Grocery,0,0,73,2,28
357.8,2,Grocery,0,0,34,2,51
83.46,15,Travel,0,0,98,1,54
55.41,11,Grocery,0,0,68,2,56
115.63,20,Clothing,0,0,26,1,27
51.42,2,Grocery,0,0,72,2,35
32.62,12,Clothing,0,0,44,1,50
89.29,3,Food,0,0,29,3,52
238.7,14,Travel,0,0,64,2,28
40.03,16,Food,1,0,33,2,43
